name,created_at,location,statuses_count,followers_count,favourites_count,friends_count,lang,dataset
Breana Gallagher,3195,486,20,19,0,243,en,1
Laurice Wise,3195,688,20,21,0,267,en,1
Avelina Forbes,3195,669,20,14,0,254,en,1
Joleen Pruitt,3195,547,36,13,0,290,en,1
Emiko Fernandez,3195,116,28,15,0,285,en,1
Milan Grimes,3195,86,24,17,0,233,en,1
Carman Cooper,3195,1070,29,13,0,280,en,1
Glenda Sanford,3195,325,24,15,0,235,en,1
Gus Obrien,3195,1141,18,12,0,255,en,1
Denis Kline,3195,716,37,42,0,404,en,1
Awilda Foreman,3195,820,33,18,0,264,en,1
Elmer Castro,3195,710,20,17,0,244,en,1
Marietta Graves,3195,175,29,12,0,239,en,1
Julienne Fields,3195,650,29,15,0,297,en,1
Renate Schultz,3195,1269,20,12,0,254,en,1
Brady Garrett,3195,685,26,23,0,279,en,1
Maynard Chaney,3195,228,31,18,0,250,en,1
Robby Sutton,3195,1433,23,18,0,233,en,1
Alina Campbell,3195,580,40,23,0,272,en,1
Nena Suarez,3195,151,29,11,0,245,en,1
Randolph Baldwin,3195,379,27,22,0,275,en,1
Dot Ray,3195,693,29,14,0,248,en,1
Randee Malone,3194,821,37,16,0,297,en,1
Darell Calderon,3194,1376,23,21,0,254,en,1
Bessie Bright,3194,539,26,11,0,230,en,1
Kasha Stone,3194,648,30,15,0,264,en,1
Lily Soto,3194,228,38,22,0,302,en,1
Jerry Hawkins,3194,1266,28,20,0,239,en,1
Ranee Curry,3194,1435,26,21,0,281,en,1
Lamar Austin,3194,1065,27,13,0,275,en,1
June Castillo,3194,1339,32,16,0,251,en,1
Mina Suarez,3194,1352,30,13,0,274,en,1
Liza Ross,3194,380,31,20,0,259,en,1
Korey Underwood,3194,12,29,18,0,291,en,1
Rogelio Noble,3194,292,56,25,0,522,en,1
Shannon Dean,3194,224,36,15,0,252,en,1
Valentin Weaver,3194,393,13,21,0,273,en,1
Helen Wiggins,3194,1176,22,11,0,253,en,1
Tennille Montgomery,3194,1187,26,12,0,307,en,1
Morgan Fulton,3194,38,30,22,0,303,en,1
Lakeshia Kirkland,3194,1542,34,20,0,280,en,1
Tonisha Knowles,3194,674,28,17,0,281,en,1
Romaine Strong,3194,1135,30,14,0,265,en,1
Amal Erickson,3194,500,17,20,0,259,en,1
Shawanda Dixon,3193,392,30,15,0,271,en,1
Rae Bowers,3193,1566,29,11,0,275,en,1
Lawerence Mathews,3193,296,53,13,0,299,en,1
Russel Cain,3193,1434,35,16,0,294,en,1
Alfreda Burgess,3193,821,36,16,0,290,en,1
Rolando Mclaughlin,3193,182,35,12,0,301,en,1
Porsha Ortega,3193,1231,26,13,0,238,en,1
Maranda Cabrera,3193,1256,32,12,0,286,en,1
Sook Sloan,3193,1520,29,17,0,252,en,1
Jeanna Harvey,3193,1547,34,12,0,260,en,1
Setsuko Cook,3193,1047,40,16,0,284,en,1
Pauline Thomas,3193,170,28,25,0,272,en,1
Nga Knapp,3193,544,26,17,0,278,en,1
Louann Koch,3193,698,27,7,0,296,en,1
Carey Baxter,3193,47,37,20,0,300,en,1
Onie Greene,3193,362,32,23,0,284,en,1
Quinn Greer,3193,1265,61,42,0,435,en,1
Nell Tran,3193,1265,32,17,0,300,en,1
Debi Tate,3193,684,19,13,0,275,en,1
Vivian Newton,3192,1548,24,10,0,259,en,1
Jessica Terrell,3192,1443,37,12,0,290,en,1
Sharla Conley,3172,1428,22,12,0,252,en,1
Dallas Bell,3172,670,14,10,0,237,en,1
Lyman Lott,3172,1369,34,13,0,237,en,1
Edyth Hahn,3172,1675,22,15,0,216,en,1
Savanna Humphrey,3172,696,34,14,0,251,en,1
Charla Howe,3172,850,21,14,0,251,en,1
Julius Kirk,3172,960,22,11,0,241,en,1
Len House,3172,1285,29,7,0,221,en,1
Alfredo Moses,3172,490,35,12,0,242,en,1
Myung Burns,3172,340,30,11,0,272,en,1
Teresita Donovan,3172,1370,33,9,0,237,en,1
Yvone Sweeney,3172,1265,22,7,0,263,en,1
Luci Finch,3172,1291,31,12,0,201,en,1
Rory Savage,3172,437,26,17,0,215,en,1
Jackeline Schmidt,3171,1551,31,8,0,233,en,1
Chang Casey,3171,579,28,19,0,224,en,1
Ciara Ford,3171,233,32,15,0,256,en,1
Johnson Phillips,3171,306,28,8,0,240,en,1
Rosendo Hodges,3171,6,20,11,0,207,en,1
Jin Roberts,3171,651,30,12,0,224,en,1
Ciera Mcfarland,3171,1318,14,5,0,190,en,1
Mariah Odonnell,3171,1392,28,7,0,205,en,1
Hermine Ruiz,3171,756,19,14,0,265,en,1
Chanelle Zamora,3171,434,29,9,0,197,en,1
Leonila Travis,3171,59,24,16,0,268,en,1
Jacquetta Hurley,3171,43,22,11,0,244,en,1
Edmund Padilla,3171,366,24,14,0,204,en,1
Aurore Stein,3171,641,31,11,0,242,en,1
Berniece Ayers,3171,88,26,18,0,219,en,1
Jeane Stanley,3170,455,26,11,0,218,en,1
Branden Bolton,3170,1211,37,16,0,227,en,1
Perry Berg,3170,1323,26,8,0,232,en,1
Kristy Finch,3170,859,24,16,0,214,en,1
Sindy Reyes,3170,768,19,12,0,228,en,1
Delia Holt,3170,137,25,8,0,203,en,1
Benjamin Woods,3170,1354,35,13,0,221,en,1
Milly Goodman,3170,648,18,7,0,201,en,1
Darrin Blevins,3169,76,25,8,0,210,en,1
Emeline Bruce,3169,534,17,6,0,204,en,1
Lily Moody,3169,909,27,14,0,202,en,1
Francie Small,3169,1355,34,11,0,228,en,1
Kelly Ramos,3169,293,23,12,0,210,en,1
Leida Salazar,3168,1671,19,16,0,216,en,1
Cindy Cook,3168,1376,25,8,0,222,en,1
Iona Fernandez,3168,1597,28,9,0,224,en,1
Napoleon Cline,3168,1001,23,12,0,214,en,1
Keva Park,3168,1654,27,8,0,219,en,1
Cristina Pitts,3168,596,30,11,0,228,en,1
Jacinto Franklin,3168,1643,20,14,0,201,en,1
Bret Walter,3168,1588,21,15,0,236,en,1
Cheryle Donaldson,3167,546,32,11,0,253,en,1
Belen Washington,3167,1104,21,12,0,211,en,1
Tesha Lucas,3167,1230,27,13,0,204,en,1
Chere Travis,3141,237,21,7,0,210,en,1
Celeste Miller,3140,1394,26,11,0,203,en,1
Lorenza Aponte,2957,653,2,0,0,37,en,1
Eladia Mei,2957,648,1,0,0,34,en,1
Cicely Bell,2957,1364,4,1,0,23,en,1
Kenia Burr,2957,1480,3,0,0,35,en,1
Cecil Myatt,2957,661,3,1,0,22,en,1
Leoma Ellington,2957,293,3,2,0,44,en,1
Shawnee Neves,2957,1296,4,1,0,32,en,1
Lydia Batts,2957,1324,3,1,0,33,en,1
Billie Geter,2956,1168,2,1,0,30,en,1
Suzann Decamp,2956,299,3,2,0,29,en,1
Latashia Medford,2956,277,4,0,0,37,en,1
Lashon Winner,2956,98,3,2,0,42,en,1
Theo Doney,2956,15,3,2,0,24,en,1
Elouise Rodgers,2956,930,2,2,0,26,en,1
Meaghan Doll,2956,1656,3,1,0,22,en,1
Shalonda Mancilla,2956,591,2,0,0,36,en,1
Roxie Addington,2956,686,2,0,0,40,en,1
Janita Hobgood,2956,17,3,3,0,46,en,1
Elease Kunkle,2956,613,0,0,0,32,en,1
Angle Livingston,2956,993,1,1,0,33,en,1
Elnora Eakin,2956,1181,3,1,0,27,en,1
Jonelle Popp,2956,703,1,1,0,32,en,1
Shawana Dale,2956,1000,2,0,0,21,en,1
Nichelle Rittenhouse,2956,1328,4,2,0,43,en,1
Angelita Huebner,2956,14,2,1,0,24,en,1
Kevin Boland,2956,1179,3,1,0,42,en,1
Brandi Gardiner,2956,683,2,0,0,39,en,1
June Stocks,2956,1500,4,4,0,36,en,1
Helaine Moffitt,2956,168,3,0,0,37,en,1
Lakia Ridge,2956,1038,3,1,0,39,en,1
Tiesha Donofrio,2956,365,4,3,0,31,en,1
Noelle Truesdell,2956,1278,2,2,0,38,en,1
Edda Briceno,2956,747,2,0,0,31,en,1
Rosario Raven,2956,1209,5,0,0,31,en,1
Lashawn Macy,2956,153,3,3,0,32,en,1
Leena Barns,2956,55,3,1,0,42,en,1
Christeen Moralez,2956,1471,4,0,0,17,en,1
Candra Hocking,2956,550,4,0,0,41,en,1
Tonisha Hendley,2956,1472,2,2,0,24,en,1
Luann Deans,2956,1081,3,1,0,44,en,1
Bess Bernard,2956,479,1,2,0,21,en,1
Gena Woodhouse,2956,59,3,2,0,48,en,1
Louella Jalbert,2956,235,3,0,0,48,en,1
Irma Faircloth,2956,779,2,0,0,38,en,1
Genevie Morelli,2956,1182,5,1,0,36,en,1
Alida Cline,2956,1556,3,0,0,32,en,1
Mariah Freed,2956,58,1,0,0,11,en,1
Zana Nash,2956,284,1,1,0,32,en,1
Cheryle Willard,2956,547,3,3,0,54,en,1
Enid Villagomez,2956,1326,3,1,0,22,en,1
Sade Bustos,2956,691,2,0,0,31,en,1
Elwanda Puryear,2956,591,5,0,0,41,en,1
Laurence Maher,2956,133,3,0,0,29,en,1
Pura Bernard,2956,50,4,0,0,40,en,1
Ruthanne Murphree,2956,778,2,0,0,31,en,1
Iva Royal,2956,287,4,0,0,36,en,1
Arla Ries,2956,904,2,2,0,29,en,1
Syble Rucker,2956,1640,1,1,0,32,en,1
Bobbi Loeffler,2956,1324,3,1,0,34,en,1
Karena Froehlich,2956,1362,4,1,0,45,en,1
Queen Ferrara,2956,1348,3,0,0,21,en,1
Melaine Cullen,2956,1550,2,1,0,36,en,1
Lana Banks,2955,892,1,4,0,25,en,1
Jen Callaway,2955,360,3,0,0,39,en,1
Carmelita Pollock,2955,347,1,1,0,24,en,1
Ouida Mei,2955,661,1,2,0,22,en,1
Dorene Merriweather,2954,1265,3,0,0,42,en,1
Ofelia Charlton,2954,1211,2,0,0,28,en,1
Marjory Spence,2954,715,4,0,0,33,en,1
Carolyn Autrey,2954,77,2,1,0,38,en,1
Joni Hiebert,2954,1201,2,3,0,36,en,1
Jeannette Phillip,2954,358,0,1,0,21,en,1
Lucina Soria,2953,190,2,0,0,29,en,1
Tammy Galbreath,2953,34,2,0,0,33,en,1
Willodean Stines,2953,1042,2,1,0,36,en,1
Neida Verdin,2953,876,2,6,0,45,en,1
Shanae Helmer,2953,480,3,3,0,33,en,1
Aletha Teal,2953,831,3,1,0,38,en,1
Pinkie Lodge,2953,52,4,1,0,24,en,1
Giovanna Berry,2899,1041,3,0,0,30,en,1
Grisel Martin,2899,1531,1,1,0,25,en,1
Cori Beard,2899,1657,1,1,0,20,en,1
Vance Valenzuela,2899,228,3,1,0,23,en,1
Enola Montgomery,2898,622,0,1,0,24,en,1
Micha Shannon,2898,92,4,1,0,24,en,1
Tracy Puckett,2898,769,3,0,0,34,en,1
Loyce Gill,2898,1173,1,1,0,23,en,1
Anja Caldwell,2898,923,1,2,0,26,en,1
Dominique Mclaughlin,2898,155,4,0,0,25,en,1
Lucina Hoover,2898,1067,2,3,0,24,en,1
Rashida Horton,2898,1324,6,2,0,26,en,1
Jonathon Ewing,2898,1488,3,1,0,34,en,1
Lorenza Orr,2898,1231,3,1,0,22,en,1
Robert Brown,2897,899,2,0,0,25,en,1
Jesenia Velazquez,2897,1148,0,1,0,34,en,1
Willetta Romero,2897,1046,3,0,0,24,en,1
Sheldon Foley,2897,1653,4,0,0,28,en,1
Cecelia Mcknight,2897,57,1,1,0,21,en,1
Rozanne Robinson,2897,398,2,1,0,22,en,1
Erline Rosario,2897,1481,1,0,0,25,en,1
Elane Patel,2897,290,3,0,0,24,en,1
Reina Cochran,2897,678,2,1,0,26,en,1
Landon Bradford,2896,547,3,1,0,28,en,1
Dannie Peterson,2896,1442,2,1,0,18,en,1
Diedra Bean,2896,1193,3,0,0,31,en,1
Caryl Sargent,2896,75,1,1,0,9,en,1
Velia Dunlap,2896,608,4,0,0,28,en,1
Vernon Dean,2896,1185,2,1,0,17,en,1
Maud Lester,2896,423,4,1,0,27,en,1
Juan Mckenzie,2896,1057,3,0,0,19,en,1
Kyra Conley,2896,792,3,1,0,20,en,1
Monty Meyers,2896,1376,1,1,0,19,en,1
Long Griffith,2896,1304,6,0,0,19,en,1
Brenna Weeks,2893,66,1,0,0,16,en,1
Dolores Mckenzie,2893,158,0,0,0,17,en,1
Louann Carroll,2893,1661,2,1,0,21,en,1
Anneliese Franklin,2893,76,0,0,0,20,en,1
Ming Meyers,2893,700,2,1,0,8,en,1
Estrella Valenzuela,2893,985,3,0,0,15,en,1
Jewel Bailey,2893,424,1,0,0,17,en,1
Kaley Romero,2893,1541,3,0,0,16,en,1
Maynard Anderson,2893,240,1,2,0,19,en,1
Adelaide Dejesus,2893,1178,2,2,0,15,en,1
Zina Cote,2893,399,1,1,0,17,en,1
Ira Rasmussen,2893,378,1,2,0,20,en,1
Eulah Burton,2893,532,2,0,0,15,en,1
Chiquita Rosario,2892,97,2,1,0,20,en,1
Hyo Zimmerman,2891,1628,2,1,0,14,en,1
Yolanda Hooper,2891,287,1,0,0,18,en,1
Leesa Hood,2891,411,1,2,0,15,en,1
Lorina Macias,2891,477,2,2,0,15,en,1
Jacquelyn Dunlap,2891,669,2,1,0,18,en,1
Darryl Hansen,2891,1236,3,1,0,22,en,1
Lillie Leonard,2891,1325,2,0,0,18,en,1
Kenyetta Sutton,2891,79,2,0,0,22,en,1
Theodore Harmon,2890,523,2,0,0,24,en,1
Delmer Morris,2890,630,1,1,0,12,en,1
Pearle Atkins,2890,653,1,1,0,21,en,1
Delila Merritt,2889,294,2,1,0,19,en,1
Verda Marks,2889,776,1,0,0,17,en,1
Danial Campbell,2889,1315,0,1,0,17,en,1
Maudie Meyer,2889,1023,2,0,0,15,en,1
Harriett Harvey,2889,1203,2,0,0,16,en,1
Gillian Wheeler,2889,1619,0,0,0,17,en,1
Davide Dellacasa,5105,1005,20370,5470,145,2385,it,0
Simone Economo,5081,1021,3131,506,9,381,en,0
tacone,5080,551,4024,264,323,87,en,0
alesaura,5066,416,40586,640,1118,622,en,0
Angelo,5067,1458,2016,62,13,64,it,0
CRISTIAN PAOLINI,5063,1017,3603,138,53,179,it,0
tmpx,5063,739,1183,128,2,168,en,0
igor,5041,677,6194,1062,597,1770,it,0
Marco Massarotto,5026,1456,10962,23368,590,958,en,0
Antonio Parisi,5006,280,10947,760,693,712,it,0
alessandra elle,4980,572,2754,477,224,218,it,0
Mackley,4969,1014,26713,1390,914,1177,en,0
Pasquale Valente,4945,1021,4111,314,47,338,it,0
Giacomo Beretta,4941,723,1441,97,25,203,it,0
decumano,4941,247,1698,289,45,1930,it,0
Francesco Benedet,4918,771,402,93,36,78,it,0
Erica Firpo,4908,1021,16935,2242,44,918,en,0
Flavio® ,4893,1315,9437,689,199,891,it,0
_Annalisa_,4891,1659,3742,505,100,571,it,0
Valentina Bonarrivo,4874,682,770,81,89,181,it,0
Francesco ,4852,888,1430,128,204,371,it,0
fausta pavesio,4796,723,6996,899,346,305,en,0
sognidispersivi,4776,233,3284,375,1,1039,en,0
Duilio,4766,1115,160,46,22,146,fr,0
Felice Fossati,4722,726,292,57,5,110,en,0
ladegri,4706,1017,5876,616,1061,647,it,0
Andrea Denaro,4693,1013,7534,1132,6,1096,en,0
axel,4684,796,1294,254,89,276,it,0
Fabrizio Picca,4679,723,6340,298,5,419,en,0
Salvatore Vernali,4655,1528,5472,6352,65,3873,it,0
Maxio75,4643,1051,22540,2065,0,1125,it,0
Giangiacomo Miani,4610,1331,732,85,16,338,en,0
Ma te? Ooo!!,4607,1021,38781,623,1209,323,en,0
BetfairItalia,4590,726,10451,1265,38,323,it,0
aldofontana,4558,1527,2784,256,284,873,it,0
Davide D'Amico,4539,738,823,43,5,109,it,0
LuigiCS,4505,648,442,79,0,259,en,0
Paola Scarpini,4497,1261,350,86,116,131,en,0
lizzappi,4484,715,3694,393,6,1047,en,0
Carlito,4469,1143,9686,208,219,196,it,0
Andrea Gottardi,4464,27,16427,555,8,755,en,0
Andrea Valdi,4462,763,1006,85,19,121,en,0
roby mca,4461,1252,1122,300,8,951,it,0
alberto,4443,1028,1386,88,106,267,en,0
ϟ Australia ☮ ,4422,1109,18267,1964,22732,2003,it,0
Giuliano Federico,4415,26,15365,3813,550,1505,en,0
Fabrizio Pagani,4413,900,2242,552,13,1446,en,0
Alessia.,4412,564,4149,279,20,64,en,0
Gianni Sibilla,4411,719,8384,2526,1178,299,it,0
mavi zanirato,4409,996,612,100,24,259,it,0
Gianluca,4408,1486,660,126,0,407,en,0
Enrico Priora,4405,1225,5287,849,117,1846,it,0
Francesca B.,4400,164,2275,165,181,285,en,0
Wrinzo,4399,577,3551,87,7,174,en,0
Gianluca Misino,4397,1046,282,12,6,36,it,0
Gabriele Pierro,4396,1242,493,47,24,80,it,0
Filippo Satolli,4391,184,1012,283,15,268,en,0
Giacomo Tenaglia,4388,211,1706,134,0,257,en,0
onofrio mastrandrea,4387,122,103,45,0,66,it,0
Alfonso Paciello,4385,809,189,35,6,178,it,0
Alfredo Ghilarducci,4383,1319,3720,179,6,154,en,0
Massimo Capone,4382,1017,1566,110,71,295,en,0
aldo rosati,4381,417,1672,627,11,1089,it,0
Marta Frediani,4380,1206,969,69,233,210,it,0
marco,4378,120,7307,378,2620,239,es,0
Claudia Cecconato,4378,1581,4240,1012,578,1449,it,0
Daniele Stella,4378,1459,74,16,88,42,en,0
il_wallflower,4375,1528,6866,463,2180,330,en,0
Michele ,4373,558,31546,151,294,301,it,0
Angelica Ferrari,4372,1078,966,69,3,318,en,0
zu Petru ,4372,1525,28808,2638,1021,1743,it,0
Moira Colantoni,4370,565,386,88,25,205,it,0
Francesco capone,4366,1572,3763,1169,32,1642,it,0
Daniele Cruciani,4366,1221,522,319,10,793,en,0
Eleonora Boi,4364,1660,30547,445,304,489,en,0
Alberto Brambilla,4363,1017,6175,362,181,318,en,0
Mario Spn,4363,564,348,262,28,1513,it,0
Cinzia Nanni,4359,1018,484,232,10,431,en,0
Manuela★★★,4357,1512,2190,46,15,122,it,0
Naomi Bressan,4356,481,116,22,16,49,en,0
Paolo Zanotti,4353,266,482,26,5,73,it,0
Gru,4351,1104,344,49,37,20,it,0
Lorenzo Petracco,4351,726,1805,258,4,191,en,0
Corrado Andriani,4350,1388,748,85,80,460,en,0
Audrey Mi,4346,723,34917,1161,2,194,en,0
my name's Zaitself,4345,725,3397,173,3,390,en,0
Samantha coll'H,4345,1535,5561,587,4,295,it,0
GiMmi Bragaglia ,4345,384,3526,257,8,473,it,0
Gaetano Pecoraro,4344,1439,371,413,9,70,it,0
armando francia,4344,885,1361,149,289,463,it,0
La Banda Gastrica,4341,955,887,280,13,502,it,0
Andrea Maisano,4340,724,3276,125,224,549,en,0
Lazarus CRY,4337,25,971,48,8,112,it,0
Fabrizio Paventi,4337,1018,8173,231,413,433,it,0
Gianluca Selicato,4328,399,728,120,16,406,it,0
maria giordano,4328,1580,350,46,240,115,it,0
Beppe POSH,4324,864,9626,508,3819,1153,it,0
giovanni mercadante,4323,1008,4736,414,166,1196,it,0
Leonardo Angelini,4322,425,732,191,1,656,it,0
Anna Tesser,4318,254,516,46,28,96,en,0
Tiana Kai,4317,1442,8635,1707,3266,1376,en,0
Erika Menvrillo,4317,1005,2935,184,1,302,es,0
Paolo Giovine,4316,386,1030,369,1,202,it,0
Sabrina Zambotti,4315,1462,2035,209,216,168,en,0
となりのトトロ,4313,1360,3152,162,23,352,it,0
Tavor2.5,4312,660,6131,488,1058,366,it,0
Ugo Bonelli,4311,1017,3902,290,918,347,it,0
umbertagnuttiberetta,4310,1185,4357,231,90,152,en,0
30 seconds to asgard,4309,1526,18810,685,12,688,en,0
cenzo intermite,4308,1155,3302,370,103,934,it,0
simo depa,4303,1274,160,23,1,227,en,0
deneb,4302,165,6002,272,0,336,it,0
Francesco Cerra,4301,809,1781,105,234,427,en,0
Samuele Staderini,4300,994,1184,75,0,138,it,0
Fabrizio.,4299,1003,13159,501,79,697,it,0
Giancarlo Di Vona,4299,863,280,50,8,1273,en,0
Paolo Borzatta 博吾乐,4298,722,5237,245,115,241,en,0
Vincenzo Rosiello,4298,1159,611,87,1,173,it,0
Fabrizio Schettini,4296,916,835,111,36,768,it,0
Irene ,4296,945,1187,44,19,136,it,0
sel0,4294,1631,2185,74,32,345,en,0
Beatrice Biamino,4294,1253,148,249,1,548,en,0
costanza mondini,4294,1169,1073,89,53,237,it,0
Alessio Meoli,4294,1056,127,23,1,152,en,0
Andrea Parisi,4294,712,1601,147,9,405,it,0
Alessandro G.,4293,1069,704,129,12,380,en,0
Andrea Vespucci,4293,548,57,76,0,650,en,0
martina chianese,4293,1486,552,80,11,290,it,0
roberto savastano,4293,809,4862,116,98,160,en,0
Fabio Padovan,4293,361,1652,412,4,1974,it,0
Calboni,4291,429,1786,63,342,185,en,0
Davide Luppi,4291,753,238,45,39,99,it,0
Fabrizia Malgieri,4289,763,764,99,22,226,it,0
Tommaso B.,4287,1137,5745,641,95,1221,it,0
andrea vegetali,4287,871,2703,170,4,635,it,0
Matteo Zamperetti,4285,1304,2683,57,82,215,it,0
Simone/Mac/Nanni™,4282,1011,2064,238,26,590,it,0
Boccafricio,4281,528,709,116,124,112,it,0
Elia Biraschi,4281,200,2893,160,71,227,it,0
Giiuu Sa,4281,1492,1425,83,616,70,en,0
Mary Lou Moriarty,4281,773,246,333,10,1598,en,0
Robbis Guidotti,4279,1060,519,139,17,454,en,0
Federico Campoli,4279,1217,1876,120,112,146,en,0
Stefano Bakara,4278,374,13774,254,520,192,it,0
Giacomo Biraghi,4276,726,16195,5027,6698,5530,it,0
Gud,4276,39,3885,2812,966,1988,it,0
Gabriele,4275,765,9147,100,369,162,it,0
Francesco Casoli,4275,980,80,54,46,187,it,0
paolo albano,4275,1199,684,65,1,281,it,0
Alessia Belgioioso,4274,165,351,28,3,76,it,0
,4273,444,6351,98,127,75,it,0
l.a.l.saint-just 蛇 ,4271,916,9372,179,87,723,it,0
Daniele Cotronei,4267,144,537,117,4,552,en,0
Elenkekka,4266,419,446,84,4,418,it,0
140super/mic,4262,1492,5999,258,14,770,it,0
Pia Marinaro,4260,266,11156,148,18,104,it,0
Alessandro Melita,4259,260,139,53,0,53,it,0
Francio,4259,323,567,77,6,171,it,0
Rosario Palazzo,4258,243,77,14,1,18,en,0
Marialucia Innocente,4257,462,235,78,55,152,it,0
Michelle Poffeiffer,4255,737,25575,1672,2329,802,it,0
L'acida,4251,1492,120,62,27,183,it,0
Maria,4250,564,1130,88,97,111,en,0
Elena Ψ,4246,723,79876,473,203,299,it,0
Emanuele Pezzotti,4242,1225,613,46,46,105,it,0
gino pino,4239,1087,4288,126,5,199,en,0
FabianPavel Fonovich,4239,883,3896,369,20,250,en,0
Christofer,4230,1444,44,4,1,12,it,0
Achille Broggi,4229,564,2277,150,33,536,en,0
La Lena,4229,742,326,444,1524,620,it,0
Juan Dario Conde,4226,735,3730,220,34,282,es,0
fraRELIVE,4224,129,2060,100,19,164,it,0
Francesco Gerbaldo,4223,1356,787,63,43,161,en,0
fedele pacini,4223,131,640,77,13,227,it,0
Marco Cipriani (Red),4223,1020,2475,207,38,356,it,0
Francesco Buonamici,4223,1287,1334,94,97,338,it,0
Paolo Del Signore,4223,1021,1349,161,1609,546,it,0
Marina Marchesi,4220,719,1533,96,46,168,en,0
Oliva Ferdinando,4220,1571,413,42,42,275,it,0
Angel V,4218,564,2185,64,173,262,it,0
Francesca Mastrovita,4218,564,8713,563,6688,774,it,0
Soyana Lanza,4217,1556,650,95,2,139,it,0
christian bolognesi,4215,1254,2617,128,63,324,it,0
Claudia Servalli,4214,147,268,120,76,429,en,0
Pietro Rossini,4213,299,1110,179,0,2000,it,0
testa71,4213,639,4707,1772,23,1771,it,0
Bernardo Cavalli,4212,145,1447,252,2,667,it,0
Salvatore Sasso,4211,217,3020,516,225,443,it,0
Matteo Busanelli,4209,518,302,56,12,156,it,0
Frescherie,4209,1520,1809,102,18,392,it,0
Eric Campagna,4208,1463,271,21,8,63,it,0
Sorush Kavoosian,4208,1303,8890,189,176,283,en,0
gianluca,4207,797,13300,238,1905,158,it,0
Namaste,4205,1231,6212,369,103,198,it,0
Francesca De Chiara,4203,395,1570,243,388,761,en,0
Matteo C.,4202,753,1111,84,0,601,it,0
Andrea Marin,4202,413,4812,575,30,860,it,0
Yannis Koutsomitis,4201,85,34098,13890,85,12773,en,0
Siro Descrovi,4198,1031,6273,588,16,868,it,0
Roberto Rusco,4196,294,183,17,3,78,it,0
Emiliana,4192,414,8387,214,3049,314,en,0
9lla_ae,4188,1042,1373,281,127,405,en,0
Salvo Cammisuli,4187,882,33,20,0,95,it,0
Sara Caulfield â„,4187,369,2636,54,0,100,en,0
Daniel Molinari,4187,1490,3199,111,289,216,en,0
Alberto Cipolla,4186,1251,16037,635,86,320,it,0
La Delve,4185,395,5756,554,32,1853,en,0
Bianca Morandi,4184,719,4712,469,98,1988,en,0
anna wood,4184,55,1497,153,121,308,it,0
Federico Puttilli,4183,1492,1959,289,56,364,en,0
Tommaso,4181,418,7838,213,180,506,it,0
Î”emetrio Ä¦igliorati,4180,726,1476,125,0,187,it,0
RETE VIOLA  FAENZA,4179,512,5367,409,27,1159,it,0
Mario,4179,564,1407,263,72,414,it,0
Benny Maffei,4178,1399,873,122,33,427,it,0
Kricchia,4176,1466,2396,46,154,68,it,0
E. Alessio Fasano,4175,124,1913,151,171,1172,en,0
beppe cademartiri,4174,1440,96,23,1,60,it,0
Giovanni Menegalli,4174,1312,540,116,45,220,it,0
always_paoletta,4174,1017,21069,2221,944,1636,it,0
Willy Wonka,4171,564,6256,517,264,34,it,0
âˆ†aft Jump ,4171,732,4043,126,98,126,it,0
Sabato Siani,4170,263,6213,245,0,153,it,0
Giuseppe Ricciardi,4169,1012,4418,111,146,282,it,0
Elisa Pantano,4169,916,478,34,2,77,en,0
Zia Cate,4169,634,6631,292,66,611,it,0
Danilo Tria,4168,1085,93,18,28,186,it,0
Gaetano Nasca,4167,888,802,44,29,63,it,0
sabrina,4166,1672,315,44,9,138,en,0
Francine,4166,573,831,75,519,217,it,0
eccezion_ale,4165,53,277,35,0,139,it,0
retteparallele,4165,221,4082,244,257,294,it,0
Ezio Veracini,4164,564,334,21,3,368,it,0
giampaolo galenda,4161,1425,299,29,3,28,en,0
Pierluigi Micheletti,4157,564,319,40,1,53,it,0
Benedetto Loris,4155,883,549,123,2,213,en,0
Алфредо Събота,4153,1240,618,22,207,125,it,0
darko,4146,719,421,48,1,96,en,0
Luca Erzegovesi,4142,1239,1205,233,29,40,it,0
alessia marcuzzi,4141,1141,1667,408372,4,194,it,0
Dott. Frankie Riili,4137,578,9057,504,3891,401,it,0
Silvia T,4136,723,294,30,4,96,en,0
Carlotta,4131,570,294,42,13,81,en,0
Franco Bandelli,4130,1242,508,479,0,261,it,0
Alfonso M.,4129,794,4476,612,267,257,it,0
Alessandro Aliprandi,4128,919,1132,131,4,193,it,0
orlando smaltini,4124,1504,364,74,4,182,it,0
Andrea Vicidomini,4123,1557,1181,55,6,271,it,0
Attilio Scalesse,4114,252,360,95,1,213,it,0
William Wallace Sr,4113,558,28,19,12,253,en,0
Andrea Facchi,4106,185,159,27,2,255,en,0
Mr. Fabio,4104,1240,649,68,60,178,it,0
Leonardo DeStefanis,4102,311,2264,169,30,1021,it,0
Luca Milani,4099,1027,67,15,0,76,it,0
Calandra Salvatore,4097,1299,3833,111,0,216,it,0
GigNinni,4096,1388,76,30,8,96,it,0
Francesca Giuliani,4096,1021,495,34,5,68,en,0
Daniele Pasetto,4092,1313,2349,76,8,377,it,0
"Sono io, e allora?",4091,435,10619,11089,776,565,it,0
Jacopo Suppo,4091,1225,820,227,20,521,it,0
Antonio Ballestrazzi,4091,753,758,102,2,254,en,0
Susanna Appendino,4091,449,1065,144,156,543,it,0
Selvaggia Terreni,4091,935,380,65,1,186,it,0
